task_idx,dataset_id,objective,edit_budget,seed,method,n_selected,functional_hit_rate,mean_fitness,best_fitness,mean_edit_distance,constraint_satisfaction_rate,joint_success_rate
30,F7YBW8_MESOW_Aakre_2015,novelty,5,0,editguard_diffusion,50,0.36,0.5661412097476066,0.9892297650130548,3.38,1.0,0.36
30,F7YBW8_MESOW_Aakre_2015,novelty,5,1,editguard_diffusion,50,0.36,0.5673063533507398,0.9621409921671018,3.34,1.0,0.36
30,F7YBW8_MESOW_Aakre_2015,novelty,5,2,editguard_diffusion,50,0.4,0.5806483899042647,0.990970409051349,3.34,1.0,0.4
30,F7YBW8_MESOW_Aakre_2015,novelty,5,3,editguard_diffusion,50,0.34,0.5401773281114013,0.9966275021758051,3.44,1.0,0.34
30,F7YBW8_MESOW_Aakre_2015,novelty,5,4,editguard_diffusion,50,0.34,0.5796997389033943,0.9671453437771975,3.42,1.0,0.34
31,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,0,editguard_diffusion,50,0.9,0.843453002610966,0.9992384682332462,2.74,1.0,0.9
31,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,1,editguard_diffusion,50,0.78,0.8084475630983463,0.9977154046997389,2.66,1.0,0.78
31,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,2,editguard_diffusion,50,0.76,0.8067482593559617,0.9944516971279374,2.82,1.0,0.76
31,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,3,editguard_diffusion,50,0.9,0.8623466057441252,0.9980417754569191,2.82,1.0,0.9
31,F7YBW8_MESOW_Aakre_2015,fragility_aware,5,4,editguard_diffusion,50,0.76,0.8291906005221932,0.9968450826805918,2.7,1.0,0.76
32,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,0,editguard_diffusion,50,0.3,0.49355852915578763,0.9953220191470844,3.38,1.0,0.3
32,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,1,editguard_diffusion,50,0.24,0.5178524804177546,0.9894473455178416,3.4,1.0,0.24
32,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,2,editguard_diffusion,50,0.26,0.4856668842471714,0.9411444734551784,3.54,1.0,0.26
32,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,3,editguard_diffusion,50,0.4,0.574457136640557,0.9978241949521323,3.36,1.0,0.4
32,F7YBW8_MESOW_Aakre_2015,motif_avoidance,5,4,editguard_diffusion,50,0.18,0.46427436901653607,0.9895561357702349,3.48,1.0,0.18
33,F7YBW8_MESOW_Ding_2023,novelty,1,0,editguard_diffusion,50,1.0,0.9105831860641252,0.9813178490280232,1.0,1.0,1.0
33,F7YBW8_MESOW_Ding_2023,novelty,1,1,editguard_diffusion,50,0.98,0.9143549608684673,0.9897753092653371,1.0,1.0,0.98
33,F7YBW8_MESOW_Ding_2023,novelty,1,2,editguard_diffusion,50,0.98,0.9093612724059581,0.9897753092653371,1.0,1.0,0.98
33,F7YBW8_MESOW_Ding_2023,novelty,1,3,editguard_diffusion,50,0.98,0.9086745771269882,0.9897753092653371,1.0,1.0,0.98
33,F7YBW8_MESOW_Ding_2023,novelty,1,4,editguard_diffusion,50,0.98,0.9004165614743751,0.9897753092653371,1.0,1.0,0.98
34,F7YBW8_MESOW_Ding_2023,motif_avoidance,1,0,editguard_diffusion,50,1.0,0.9101211815198184,0.9813178490280232,1.0,1.0,1.0
34,F7YBW8_MESOW_Ding_2023,motif_avoidance,1,1,editguard_diffusion,50,0.98,0.9157813683413281,0.9897753092653371,1.0,1.0,0.98
34,F7YBW8_MESOW_Ding_2023,motif_avoidance,1,2,editguard_diffusion,50,0.98,0.9075132542287301,0.9897753092653371,1.0,1.0,0.98
